ID,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,label
817,192,0,230,89,10,0,0,2,0
1126,0,108,172,248,96,32,32,0,0
132,0,0,0,76,23,37,12,0,0
817,192,0,230,90,10,0,0,2,0
1034,192,0,0,5,14,17,22,0,0
1126,0,108,176,248,96,32,32,0,0
132,0,0,0,76,23,38,12,0,0
817,192,0,230,91,10,0,0,2,0
1126,0,108,180,248,96,32,32,0,0
1034,192,0,0,5,14,17,34,0,0
132,0,0,0,76,23,39,12,0,0
817,192,0,230,92,10,0,0,2,0
1126,0,108,184,248,96,32,32,0,0
1034,192,0,0,5,14,17,46,0,0
132,0,0,0,76,23,40,12,0,0
817,192,0,230,93,10,0,0,2,0
1126,0,108,188,248,96,32,32,0,0
1034,192,0,0,5,14,17,58,0,0
132,0,0,0,76,23,41,12,0,0
817,192,0,230,94,10,0,0,2,0
1126,0,108,192,248,96,32,32,0,0
132,0,0,0,76,23,42,12,0,0
1034,192,0,0,5,14,17,70,0,0
817,192,0,230,95,10,0,0,2,0
1126,0,108,196,248,96,32,32,0,0
132,0,0,0,76,23,43,12,0,0
817,192,0,230,96,10,0,0,2,0
1034,192,0,0,5,14,17,82,0,0
1126,0,108,200,248,96,32,32,0,0
132,0,0,0,76,23,44,12,0,0
817,192,0,230,97,10,0,0,2,0
1126,0,108,204,248,96,32,32,0,0
1034,192,0,0,5,14,17,94,0,0
132,0,0,0,76,23,45,12,0,0
817,192,0,230,98,10,0,0,2,0
1126,0,108,208,248,96,32,32,0,0
1034,192,0,0,5,14,17,106,0,0
132,0,0,0,76,23,46,12,0,0
817,192,0,230,99,10,0,0,2,0
1126,0,108,212,248,96,32,32,0,0
1034,192,0,0,5,14,17,118,0,0
132,0,0,0,76,23,47,12,0,0
817,192,0,230,100,10,0,0,2,0
1126,0,108,216,248,96,32,32,0,0
132,0,0,0,76,23,48,12,0,0
1034,192,0,0,5,14,17,130,0,0
817,192,0,230,101,10,0,0,2,0
1126,0,108,220,248,96,32,32,0,0
132,0,0,0,76,23,49,12,0,0
817,192,0,230,102,10,0,0,2,0
1034,192,0,0,5,14,17,142,0,0
1126,0,108,224,248,96,32,32,0,0
132,0,0,0,76,23,50,12,0,0
817,192,0,230,103,10,0,0,2,0
1126,0,108,228,248,96,32,32,0,0
1034,192,0,0,5,14,17,154,0,0
132,0,0,0,76,23,51,12,0,0
817,192,0,230,104,10,0,0,2,0
1126,0,108,232,248,96,32,32,0,0
1034,192,0,0,5,14,17,166,0,0
132,0,0,0,76,23,52,12,0,0
817,192,0,230,105,10,0,0,2,0
1126,0,108,236,248,96,32,32,0,0
1034,192,0,0,5,14,17,178,0,0
132,0,0,0,76,23,53,12,0,0
817,192,0,230,106,10,0,0,2,0
1126,0,112,0,248,96,32,32,0,0
132,0,0,0,76,23,54,12,0,0
1034,192,0,0,5,14,17,190,0,0
817,192,0,230,107,10,0,0,2,0
1126,0,112,4,248,96,32,32,0,0
132,0,0,0,76,23,55,12,0,0
817,192,0,230,108,10,0,0,2,0
1034,192,0,0,5,14,17,202,0,0
1126,0,112,8,248,96,32,32,0,0
132,0,0,0,76,23,56,12,0,0
817,192,0,230,109,10,0,0,2,0
1126,0,112,12,248,96,32,32,0,0
1034,192,0,0,5,14,17,214,0,0
132,0,0,0,76,23,57,12,0,0
817,192,0,230,110,10,0,0,2,0
1126,0,112,16,248,96,32,32,0,0
1034,192,0,0,5,14,17,226,0,0
132,0,0,0,76,23,58,12,0,0
817,192,0,230,111,10,0,0,2,0
1126,0,112,20,248,96,32,32,0,0
1034,192,0,0,5,14,17,238,0,0
132,0,0,0,76,23,59,12,0,0
817,192,0,230,112,10,0,0,2,0
1126,0,112,24,248,96,32,32,0,0
132,0,0,0,76,24,0,12,0,0
1034,192,0,0,5,14,17,250,0,0
817,192,0,230,113,10,0,0,2,0
1126,0,112,28,248,96,32,32,0,0
132,0,0,0,76,24,1,12,0,0
817,192,0,230,114,10,0,0,2,0
1034,192,0,0,5,14,18,6,0,0
1126,0,112,32,248,96,32,32,0,0
132,0,0,0,76,24,2,12,0,0
817,192,0,230,115,10,0,0,2,0
1126,0,112,36,248,96,32,32,0,0
1034,192,0,0,5,14,18,18,0,0
132,0,0,0,76,24,3,12,0,0
817,192,0,230,116,10,0,0,2,0
1126,0,112,40,248,96,32,32,0,0
1034,192,0,0,5,14,18,30,0,0
132,0,0,0,76,24,4,12,0,0
817,192,0,230,117,10,0,0,2,0
1126,0,112,44,248,96,32,32,0,0
1034,192,0,0,5,14,18,42,0,0
132,0,0,0,76,24,5,12,0,0
817,192,0,230,118,10,0,0,2,0
1126,0,112,48,248,96,32,32,0,0
132,0,0,0,76,24,6,12,0,0
1034,192,0,0,5,14,18,54,0,0
817,192,0,230,119,10,0,0,2,0
1126,0,112,52,248,96,32,32,0,0
132,0,0,0,76,24,7,12,0,0
817,192,0,230,120,10,0,0,2,0
1034,192,0,0,5,14,18,66,0,0
1126,0,112,56,248,96,32,32,0,0
132,0,0,0,76,24,8,12,0,0
817,192,0,230,121,10,0,0,2,0
1126,0,112,60,248,96,32,32,0,0
1034,192,0,0,5,14,18,78,0,0
132,0,0,0,76,24,9,12,0,0
817,192,0,230,122,10,0,0,2,0
1126,0,112,64,248,96,32,32,0,0
1034,192,0,0,5,14,18,90,0,0
132,0,0,0,76,24,10,12,0,0
817,192,0,230,123,10,0,0,2,0
1126,0,112,68,248,96,32,32,0,0
1034,192,0,0,5,14,18,102,0,0
132,0,0,0,76,24,11,12,0,0
817,192,0,230,124,10,0,0,2,0
1126,0,112,72,248,96,32,32,0,0
132,0,0,0,76,24,12,12,0,0
1034,192,0,0,5,14,18,114,0,0
817,192,0,230,125,10,0,0,2,0
1126,0,112,76,248,96,32,32,0,0
132,0,0,0,76,24,13,12,0,0
817,192,0,230,126,10,0,0,2,0
1034,192,0,0,5,14,18,126,0,0
1126,0,112,80,248,96,32,32,0,0
132,0,0,0,76,24,14,12,0,0
817,192,0,230,127,10,0,0,2,0
1126,0,112,84,248,96,32,32,0,0
1034,192,0,0,5,14,18,138,0,0
132,0,0,0,76,24,15,12,0,0
817,192,0,230,128,10,0,0,2,0
1126,0,112,88,248,96,32,32,0,0
1034,192,0,0,5,14,18,150,0,0
132,0,0,0,76,24,16,12,0,0
817,192,0,230,129,10,0,0,2,0
1126,0,112,92,248,96,32,32,0,0
1034,192,0,0,5,14,18,162,0,0
132,0,0,0,76,24,17,12,0,0
817,192,0,230,130,10,0,0,2,0
1126,0,112,96,248,96,32,32,0,0
132,0,0,0,76,24,18,12,0,0
1034,192,0,0,5,14,18,174,0,0
817,192,0,230,131,10,0,0,2,0
1126,0,112,100,248,96,32,32,0,0
132,0,0,0,76,24,19,12,0,0
817,192,0,230,132,10,0,0,2,0
1034,192,0,0,5,14,18,186,0,0
1126,0,112,104,248,96,32,32,0,0
132,0,0,0,76,24,20,12,0,0
817,192,0,230,133,10,0,0,2,0
1126,0,112,108,248,96,32,32,0,0
1034,192,0,0,5,14,18,198,0,0
132,0,0,0,76,24,21,12,0,0
817,192,0,230,134,10,0,0,2,0
1126,0,112,112,248,96,32,32,0,0
1034,192,0,0,5,14,18,210,0,0
132,0,0,0,76,24,22,12,0,0
817,192,0,230,135,10,0,0,2,0
1126,0,112,116,248,96,32,32,0,0
1034,192,0,0,5,14,18,222,0,0
132,0,0,0,76,24,23,12,0,0
817,192,0,230,136,10,0,0,2,0
1126,0,112,120,248,96,32,32,0,0
132,0,0,0,76,24,24,12,0,0
1034,192,0,0,5,14,18,234,0,0
817,192,0,230,137,10,0,0,2,0
1126,0,112,124,248,96,32,32,0,0
132,0,0,0,76,24,25,12,0,0
817,192,0,230,138,10,0,0,2,0
1034,192,0,0,5,14,18,246,0,0
1126,0,112,128,248,96,32,32,0,0
132,0,0,0,76,24,26,12,0,0
817,192,0,230,139,10,0,0,2,0
1126,0,112,132,248,96,32,32,0,0
1034,192,0,0,5,14,19,2,0,0
132,0,0,0,76,24,27,12,0,0
817,192,0,230,140,10,0,0,2,0
1126,0,112,136,248,96,32,32,0,0
1034,192,0,0,5,14,19,14,0,0
132,0,0,0,76,24,28,12,0,0
817,192,0,230,141,10,0,0,2,0
1126,0,112,140,248,96,32,32,0,0
1034,192,0,0,5,14,19,26,0,0
132,0,0,0,76,24,29,12,0,0
817,192,0,230,142,10,0,0,2,0
1126,0,112,144,248,96,32,32,0,0
132,0,0,0,76,24,30,12,0,0
1034,192,0,0,5,14,19,38,0,0
817,192,0,230,143,10,0,0,2,0
1126,0,112,148,248,96,32,32,0,0
132,0,0,0,76,24,31,12,0,0
817,192,0,230,144,10,0,0,2,0
1034,192,0,0,5,14,19,50,0,0
1126,0,112,152,248,96,32,32,0,0
132,0,0,0,76,24,32,12,0,0
817,192,0,230,145,10,0,0,2,0
1126,0,112,156,248,96,32,32,0,0
1034,192,0,0,5,14,19,62,0,0
132,0,0,0,76,24,33,12,0,0
817,192,0,230,146,10,0,0,2,0
1126,0,112,160,248,96,32,32,0,0
1034,192,0,0,5,14,19,74,0,0
132,0,0,0,76,24,34,12,0,0
817,192,0,230,147,10,0,0,2,0
1126,0,112,164,248,96,32,32,0,0
1034,192,0,0,5,14,19,86,0,0
132,0,0,0,76,24,35,12,0,0
817,192,0,230,148,10,0,0,2,0
1126,0,112,168,248,96,32,32,0,0
132,0,0,0,76,24,36,12,0,0
1034,192,0,0,5,14,19,98,0,0
817,192,0,230,149,10,0,0,2,0
1126,0,112,172,248,96,32,32,0,0
132,0,0,0,76,24,37,12,0,0
817,192,0,230,150,10,0,0,2,0
1034,192,0,0,5,14,19,110,0,0
1126,0,112,176,248,96,32,32,0,0
132,0,0,0,76,24,38,12,0,0
817,192,0,230,151,10,0,0,2,0
1126,0,112,180,248,96,32,32,0,0
1034,192,0,0,5,14,19,122,0,0
132,0,0,0,76,24,39,12,0,0
817,192,0,230,152,10,0,0,2,0
1126,0,112,184,248,96,32,32,0,0
1034,192,0,0,5,14,19,134,0,0
132,0,0,0,76,24,40,12,0,0
817,192,0,230,153,10,0,0,2,0
1126,0,112,188,248,96,32,32,0,0
1034,192,0,0,5,14,19,146,0,0
132,0,0,0,76,24,41,12,0,0
817,192,0,230,154,10,0,0,2,0
1126,0,112,192,248,96,32,32,0,0
132,0,0,0,76,24,42,12,0,0
1034,192,0,0,5,14,19,158,0,0
817,192,0,230,155,10,0,0,2,0
1126,0,112,196,248,96,32,32,0,0
132,0,0,0,76,24,43,12,0,0
817,192,0,230,156,10,0,0,2,0
1034,192,0,0,5,14,19,170,0,0
1126,0,112,200,248,96,32,32,0,0
132,0,0,0,76,24,44,12,0,0
817,192,0,230,157,10,0,0,2,0
1126,0,112,204,248,96,32,32,0,0
1034,192,0,0,5,14,19,182,0,0
132,0,0,0,76,24,45,12,0,0
817,192,0,230,158,10,0,0,2,0
1126,0,112,208,248,96,32,32,0,0
1034,192,0,0,5,14,19,194,0,0
132,0,0,0,76,24,46,12,0,0
817,192,0,230,159,10,0,0,2,0
1126,0,112,212,248,96,32,32,0,0
1034,192,0,0,5,14,19,206,0,0
132,0,0,0,76,24,47,12,0,0
817,192,0,230,160,10,0,0,2,0
1126,0,112,216,248,96,32,32,0,0
132,0,0,0,76,24,48,12,0,0
1034,192,0,0,5,14,19,218,0,0
817,192,0,230,161,10,0,0,2,0
1126,0,112,220,248,96,32,32,0,0
132,0,0,0,76,24,49,12,0,0
817,192,0,230,162,10,0,0,2,0
1034,192,0,0,5,14,19,230,0,0
1126,0,112,224,248,96,32,32,0,0
132,0,0,0,76,24,50,12,0,0
817,192,0,230,163,10,0,0,2,0
1126,0,112,228,248,96,32,32,0,0
1034,192,0,0,5,14,19,242,0,0
132,0,0,0,76,24,51,12,0,0
817,192,0,230,164,10,0,0,2,0
1126,0,112,232,248,96,32,32,0,0
1034,192,0,0,5,14,19,254,0,0
132,0,0,0,76,24,52,12,0,0
817,192,0,230,165,10,0,0,2,0
1126,0,112,236,248,96,32,32,0,0
1034,192,0,0,5,14,20,10,0,0
132,0,0,0,76,24,53,12,0,0
817,192,0,230,166,10,0,0,2,0
1126,0,116,0,248,96,32,32,0,0
132,0,0,0,76,24,54,12,0,0
1034,192,0,0,5,14,20,22,0,0
817,192,0,230,167,10,0,0,2,0
1126,0,116,4,248,96,32,32,0,0
132,0,0,0,76,24,55,12,0,0
817,192,0,230,168,10,0,0,2,0
1034,192,0,0,5,14,20,34,0,0
1126,0,116,8,248,96,32,32,0,0
132,0,0,0,76,24,56,12,0,0
817,192,0,230,169,10,0,0,2,0
1126,0,116,12,248,96,32,32,0,0
1034,192,0,0,5,14,20,46,0,0
132,0,0,0,76,24,57,12,0,0
817,192,0,230,170,10,0,0,2,0
1126,0,116,16,248,96,32,32,0,0
1034,192,0,0,5,14,20,58,0,0
132,0,0,0,76,24,58,12,0,0
817,192,0,230,171,10,0,0,2,0
1126,0,116,20,248,96,32,32,0,0
1034,192,0,0,5,14,20,70,0,0
132,0,0,0,76,24,59,12,0,0
817,192,0,230,172,10,0,0,2,0
1126,0,116,24,248,96,32,32,0,0
132,0,0,0,76,25,0,12,0,0
1034,192,0,0,5,14,20,82,0,0
817,192,0,230,173,10,0,0,2,0
1126,0,116,28,248,96,32,32,0,0
132,0,0,0,76,25,1,12,0,0
817,192,0,230,174,10,0,0,2,0
1034,192,0,0,5,14,20,94,0,0
1126,0,116,32,248,96,32,32,0,0
132,0,0,0,76,25,2,12,0,0
817,192,0,230,175,10,0,0,2,0
1126,0,116,36,248,96,32,32,0,0
1034,192,0,0,5,14,20,106,0,0
132,0,0,0,76,25,3,12,0,0
817,192,0,230,176,10,0,0,2,0
1126,0,116,40,248,96,32,32,0,0
1034,192,0,0,5,14,20,118,0,0
132,0,0,0,76,25,4,12,0,0
817,192,0,230,177,10,0,0,2,0
1126,0,116,44,248,96,32,32,0,0
1034,192,0,0,5,14,20,130,0,0
132,0,0,0,76,25,5,12,0,0
817,192,0,230,178,10,0,0,2,0
1126,0,116,48,248,96,32,32,0,0
132,0,0,0,76,25,6,12,0,0
1034,192,0,0,5,14,20,142,0,0
817,192,0,230,179,10,0,0,2,0
1126,0,116,52,248,96,32,32,0,0
132,0,0,0,76,25,7,12,0,0
817,192,0,230,180,10,0,0,2,0
1034,192,0,0,5,14,20,154,0,0
1126,0,116,56,248,96,32,32,0,0
132,0,0,0,76,25,8,12,0,0
817,192,0,230,181,10,0,0,2,0
1126,0,116,60,248,96,32,32,0,0
1034,192,0,0,5,14,20,166,0,0
132,0,0,0,76,25,9,12,0,0
817,192,0,230,182,10,0,0,2,0
1126,0,116,64,248,96,32,32,0,0
1034,192,0,0,5,14,20,178,0,0
132,0,0,0,76,25,10,12,0,0
817,192,0,230,183,10,0,0,2,0
1126,0,116,68,248,96,32,32,0,0
1034,192,0,0,5,14,20,190,0,0
132,0,0,0,76,25,11,12,0,0
817,192,0,230,184,10,0,0,2,0
1126,0,116,72,248,96,32,32,0,0
132,0,0,0,76,25,12,12,0,0
1034,192,0,0,5,14,20,202,0,0
817,192,0,230,185,10,0,0,2,0
1126,0,116,76,248,96,32,32,0,0
132,0,0,0,76,25,13,12,0,0
817,192,0,230,186,10,0,0,2,0
1034,192,0,0,5,14,20,214,0,0
1126,0,116,80,248,96,32,32,0,0
132,0,0,0,76,25,14,12,0,0
817,192,0,230,187,10,0,0,2,0
1126,0,116,84,248,96,32,32,0,0
1034,192,0,0,5,14,20,226,0,0
132,0,0,0,76,25,15,12,0,0
817,192,0,230,188,10,0,0,2,0
1126,0,116,88,248,96,32,32,0,0
1034,192,0,0,5,14,20,238,0,0
132,0,0,0,76,25,16,12,0,0
817,192,0,230,189,10,0,0,2,0
1126,0,116,92,248,96,32,32,0,0
1034,192,0,0,5,14,20,250,0,0
132,0,0,0,76,25,17,12,0,0
817,192,0,230,190,10,0,0,2,0
1126,0,116,96,248,96,32,32,0,0
132,0,0,0,76,25,18,12,0,0
1034,192,0,0,5,14,21,6,0,0
817,192,0,230,191,10,0,0,2,0
1126,0,116,100,248,96,32,32,0,0
132,0,0,0,76,25,19,12,0,0
817,192,0,230,192,10,0,0,2,0
1034,192,0,0,5,14,21,18,0,0
1126,0,116,104,248,96,32,32,0,0
132,0,0,0,76,25,20,12,0,0
817,192,0,230,193,10,0,0,2,0
1126,0,116,108,248,96,32,32,0,0
1034,192,0,0,5,14,21,30,0,0
132,0,0,0,76,25,21,12,0,0
817,192,0,230,194,10,0,0,2,0
1126,0,116,112,248,96,32,32,0,0
1034,192,0,0,5,14,21,42,0,0
132,0,0,0,76,25,22,12,0,0
817,192,0,230,195,10,0,0,2,0
1126,0,116,116,248,96,32,32,0,0
1034,192,0,0,5,14,21,54,0,0
132,0,0,0,76,25,23,12,0,0
817,192,0,230,196,10,0,0,2,0
1126,0,116,120,248,96,32,32,0,0
132,0,0,0,76,25,24,12,0,0
1034,192,0,0,5,14,21,66,0,0
817,192,0,230,197,10,0,0,2,0
1126,0,116,124,248,96,32,32,0,0
132,0,0,0,76,25,25,12,0,0
817,192,0,230,198,10,0,0,2,0
1034,192,0,0,5,14,21,78,0,0
1126,0,116,128,248,96,32,32,0,0
132,0,0,0,76,25,26,12,0,0
817,192,0,230,199,10,0,0,2,0
1126,0,116,132,248,96,32,32,0,0
1034,192,0,0,5,14,21,90,0,0
132,0,0,0,76,25,27,12,0,0
817,192,0,230,200,10,0,0,2,0
1126,0,116,136,248,96,32,32,0,0
1034,192,0,0,5,14,21,102,0,0
132,0,0,0,76,25,28,12,0,0
817,192,0,230,201,10,0,0,2,0
1126,0,116,140,248,96,32,32,0,0
1034,192,0,0,5,14,21,114,0,0
132,0,0,0,76,25,29,12,0,0
817,192,0,230,202,10,0,0,2,0
1126,0,116,144,248,96,32,32,0,0
132,0,0,0,76,25,30,12,0,0
1034,192,0,0,5,14,21,126,0,0
817,192,0,230,203,10,0,0,2,0
1126,0,116,148,248,96,32,32,0,0
132,0,0,0,76,25,31,12,0,0
817,192,0,230,204,10,0,0,2,0
1034,192,0,0,5,14,21,138,0,0
1126,0,116,152,248,96,32,32,0,0
132,0,0,0,76,25,32,12,0,0
817,192,0,230,205,10,0,0,2,0
1126,0,116,156,248,96,32,32,0,0
1034,192,0,0,5,14,21,150,0,0
132,0,0,0,76,25,33,12,0,0
817,192,0,230,206,10,0,0,2,0
1126,0,116,160,248,96,32,32,0,0
1034,192,0,0,5,14,21,162,0,0
132,0,0,0,76,25,34,12,0,0
817,192,0,230,207,10,0,0,2,0
1126,0,116,164,248,96,32,32,0,0
1034,192,0,0,5,14,21,174,0,0
132,0,0,0,76,25,35,12,0,0
817,192,0,230,208,10,0,0,2,0
1126,0,116,168,248,96,32,32,0,0
132,0,0,0,76,25,36,12,0,0
1034,192,0,0,5,14,21,186,0,0
817,192,0,230,209,10,0,0,2,0
1126,0,116,172,248,96,32,32,0,0
132,0,0,0,76,25,37,12,0,0
817,192,0,230,210,10,0,0,2,0
1034,192,0,0,5,14,21,198,0,0
1126,0,116,176,248,96,32,32,0,0
132,0,0,0,76,25,38,12,0,0
817,192,0,230,211,10,0,0,2,0
1126,0,116,180,248,96,32,32,0,0
1034,192,0,0,5,14,21,210,0,0
132,0,0,0,76,25,39,12,0,0
817,192,0,230,212,10,0,0,2,0
1126,0,116,184,248,96,32,32,0,0
1034,192,0,0,5,14,21,222,0,0
132,0,0,0,76,25,40,12,0,0
817,192,0,230,213,10,0,0,2,0
1126,0,116,188,248,96,32,32,0,0
1034,192,0,0,5,14,21,234,0,0
132,0,0,0,76,25,41,12,0,0
817,192,0,230,214,10,0,0,2,0
1126,0,116,192,248,96,32,32,0,0
132,0,0,0,76,25,42,12,0,0
1034,192,0,0,5,14,21,246,0,0
817,192,0,230,215,10,0,0,2,0
1126,0,116,196,248,96,32,32,0,0
132,0,0,0,76,25,43,12,0,0
817,192,0,230,216,10,0,0,2,0
1034,192,0,0,5,14,22,2,0,0
1126,0,116,200,248,96,32,32,0,0
132,0,0,0,76,25,44,12,0,0
817,192,0,230,217,10,0,0,2,0
1126,0,116,204,248,96,32,32,0,0
1034,192,0,0,5,14,22,14,0,0
132,0,0,0,76,25,45,12,0,0
817,192,0,230,218,10,0,0,2,0
1126,0,116,208,248,96,32,32,0,0
1034,192,0,0,5,14,22,26,0,0
132,0,0,0,76,25,46,12,0,0
817,192,0,230,219,10,0,0,2,0
1126,0,116,212,248,96,32,32,0,0
1034,192,0,0,5,14,22,38,0,0
132,0,0,0,76,25,47,12,0,0
817,192,0,230,220,10,0,0,2,0
1126,0,116,216,248,96,32,32,0,0
132,0,0,0,76,25,48,12,0,0
1034,192,0,0,5,14,22,50,0,0
817,192,0,230,221,10,0,0,2,0
1126,0,116,220,248,96,32,32,0,0
132,0,0,0,76,25,49,12,0,0
817,192,0,230,222,10,0,0,2,0
1034,192,0,0,5,14,22,62,0,0
1126,0,116,224,248,96,32,32,0,0
132,0,0,0,76,25,50,12,0,0
817,192,0,230,223,10,0,0,2,0
1126,0,116,228,248,96,32,32,0,0
1034,192,0,0,5,14,22,74,0,0
132,0,0,0,76,25,51,12,0,0
817,192,0,230,224,10,0,0,2,0
1126,0,116,232,248,96,32,32,0,0
1034,192,0,0,5,14,22,86,0,0
132,0,0,0,76,25,52,12,0,0
817,192,0,230,225,10,0,0,2,0
1126,0,116,236,248,96,32,32,0,0
1034,192,0,0,5,14,22,98,0,0
132,0,0,0,76,25,53,12,0,0
817,192,0,230,226,10,0,0,2,0
1126,0,120,0,248,96,32,32,0,0
132,0,0,0,76,25,54,12,0,0
1034,192,0,0,5,14,22,110,0,0
817,192,0,230,227,10,0,0,2,0
1126,0,120,4,248,96,32,32,0,0
132,0,0,0,76,25,55,12,0,0
817,192,0,230,228,10,0,0,2,0
1034,192,0,0,5,14,22,122,0,0
1126,0,120,8,248,96,32,32,0,0
132,0,0,0,76,25,56,12,0,0
817,192,0,230,229,10,0,0,2,0
1126,0,120,12,248,96,32,32,0,0
1034,192,0,0,5,14,22,134,0,0
132,0,0,0,76,25,57,12,0,0
817,192,0,230,230,10,0,0,2,0
1126,0,120,16,248,96,32,32,0,0
1034,192,0,0,5,14,22,146,0,0
132,0,0,0,76,25,58,12,0,0
817,192,0,230,231,10,0,0,2,0
1126,0,120,20,248,96,32,32,0,0
1034,192,0,0,5,14,22,158,0,0
132,0,0,0,76,25,59,12,0,0
817,192,0,230,232,10,0,0,2,0
1126,0,120,24,248,96,32,32,0,0
132,0,0,0,76,26,0,12,0,0
1034,192,0,0,5,14,22,170,0,0
817,192,0,230,233,10,0,0,2,0
1126,0,120,28,248,96,32,32,0,0
132,0,0,0,76,26,1,12,0,0
817,192,0,230,234,10,0,0,2,0
1034,192,0,0,5,14,22,182,0,0
1126,0,120,32,248,96,32,32,0,0
132,0,0,0,76,26,2,12,0,0
817,192,0,230,235,10,0,0,2,0
1126,0,120,36,248,96,32,32,0,0
1034,192,0,0,5,14,22,194,0,0
132,0,0,0,76,26,3,12,0,0
817,192,0,230,236,10,0,0,2,0
1126,0,120,40,248,96,32,32,0,0
1034,192,0,0,5,14,22,206,0,0
132,0,0,0,76,26,4,12,0,0
817,192,0,230,237,10,0,0,2,0
1126,0,120,44,248,96,32,32,0,0
1034,192,0,0,5,14,22,218,0,0
132,0,0,0,76,26,5,12,0,0
817,192,0,230,238,10,0,0,2,0
1126,0,120,48,248,96,32,32,0,0
132,0,0,0,76,26,6,12,0,0
1034,192,0,0,5,14,22,230,0,0
817,192,0,230,239,10,0,0,2,0
1126,0,120,52,248,96,32,32,0,0
132,0,0,0,76,26,7,12,0,0
817,192,0,230,240,10,0,0,2,0
1034,192,0,0,5,14,22,242,0,0
1126,0,120,56,248,96,32,32,0,0
132,0,0,0,76,26,8,12,0,0
817,192,0,230,241,10,0,0,2,0
1126,0,120,60,248,96,32,32,0,0
1034,192,0,0,5,14,22,254,0,0
132,0,0,0,76,26,9,12,0,0
817,192,0,230,242,10,0,0,2,0
1126,0,120,64,248,96,32,32,0,0
1034,192,0,0,5,14,23,10,0,0
132,0,0,0,76,26,10,12,0,0
817,192,0,230,243,10,0,0,2,0
1126,0,120,68,248,96,32,32,0,0
1034,192,0,0,5,14,23,22,0,0
132,0,0,0,76,26,11,12,0,0
817,192,0,230,244,10,0,0,2,0
1126,0,120,72,248,96,32,32,0,0
132,0,0,0,76,26,12,12,0,0
1034,192,0,0,5,14,23,34,0,0
817,192,0,230,245,10,0,0,2,0
1126,0,120,76,248,96,32,32,0,0
132,0,0,0,76,26,13,12,0,0
817,192,0,230,246,10,0,0,2,0
1034,192,0,0,5,14,23,46,0,0
1126,0,120,80,248,96,32,32,0,0
132,0,0,0,76,26,14,12,0,0
817,192,0,230,247,10,0,0,2,0
1126,0,120,84,248,96,32,32,0,0
1034,192,0,0,5,14,23,58,0,0
132,0,0,0,76,26,15,12,0,0
817,192,0,230,248,10,0,0,2,0
1126,0,120,88,248,96,32,32,0,0
1034,192,0,0,5,14,23,70,0,0
132,0,0,0,76,26,16,12,0,0
817,192,0,230,249,10,0,0,2,0
1126,0,120,92,248,96,32,32,0,0
1034,192,0,0,5,14,23,82,0,0
132,0,0,0,76,26,17,12,0,0
817,192,0,230,250,10,0,0,2,0
1126,0,120,96,248,96,32,32,0,0
132,0,0,0,76,26,18,12,0,0
1034,192,0,0,5,14,23,94,0,0
817,192,0,230,251,10,0,0,2,0
1126,0,120,100,248,96,32,32,0,0
132,0,0,0,76,26,19,12,0,0
817,192,0,230,252,10,0,0,2,0
1034,192,0,0,5,14,23,106,0,0
1126,0,120,104,248,96,32,32,0,0
132,0,0,0,76,26,20,12,0,0
817,192,0,230,253,10,0,0,2,0
1126,0,120,108,248,96,32,32,0,0
1034,192,0,0,5,14,23,118,0,0
132,0,0,0,76,26,21,12,0,0
817,192,0,230,254,10,0,0,2,0
1126,0,120,112,248,96,32,32,0,0
1034,192,0,0,5,14,23,130,0,0
132,0,0,0,76,26,22,12,0,0
817,192,0,230,255,10,0,0,2,0
1126,0,120,116,248,96,32,32,0,0
1034,192,0,0,5,14,23,142,0,0
132,0,0,0,76,26,23,12,0,0
817,192,0,231,0,10,0,0,2,0
1126,0,120,120,248,96,32,32,0,0
132,0,0,0,76,26,24,12,0,0
1034,192,0,0,5,14,23,154,0,0
817,192,0,231,1,10,0,0,2,0
1126,0,120,124,248,96,32,32,0,0
132,0,0,0,76,26,25,12,0,0
817,192,0,231,2,10,0,0,2,0
1034,192,0,0,5,14,23,166,0,0
1126,0,120,128,248,96,32,32,0,0
132,0,0,0,76,26,26,12,0,0
817,192,0,231,3,10,0,0,2,0
1126,0,120,132,248,96,32,32,0,0
1034,192,0,0,5,14,23,178,0,0
132,0,0,0,76,26,27,12,0,0
817,192,0,231,4,10,0,0,2,0
1126,0,120,136,248,96,32,32,0,0
1034,192,0,0,5,14,23,190,0,0
132,0,0,0,76,26,28,12,0,0
817,192,0,231,5,10,0,0,2,0
1126,0,120,140,248,96,32,32,0,0
1034,192,0,0,5,14,23,202,0,0
132,0,0,0,76,26,29,12,0,0
817,192,0,231,6,10,0,0,2,0
1126,0,120,144,248,96,32,32,0,0
132,0,0,0,76,26,30,12,0,0
1034,192,0,0,5,14,23,214,0,0
817,192,0,231,7,10,0,0,2,0
1126,0,120,148,248,96,32,32,0,0
132,0,0,0,76,26,31,12,0,0
817,192,0,231,8,10,0,0,2,0
1034,192,0,0,5,14,23,226,0,0
1126,0,120,152,248,96,32,32,0,0
132,0,0,0,76,26,32,12,0,0
817,192,0,231,9,10,0,0,2,0
1126,0,120,156,248,96,32,32,0,0
1034,192,0,0,5,14,23,238,0,0
132,0,0,0,76,26,33,12,0,0
817,192,0,231,10,10,0,0,2,0
1126,0,120,160,248,96,32,32,0,0
1034,192,0,0,5,14,23,250,0,0
